,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
34,15763055,Onuchukwu,572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0
35,15667216,Chung,579,France,Female,29,10,73194.52,2,1,1,129209.09,0
36,15629617,Cook,572,Spain,Male,23,2,126873.52,1,0,1,67040.12,0
37,15746065,Lo Duca,580,Germany,Male,35,10,136281.41,2,1,1,24799.47,0
38,15656263,Teng,764,Spain,Male,29,5,0.00,2,1,0,65868.28,0
39,15576550,Ugochukwu,619,Spain,Female,38,1,0.00,1,1,0,112442.63,1
40,15752626,Genovese,553,France,Male,32,7,64082.09,1,0,1,109159.58,0
41,15668309,Maslow,350,France,Female,40,0,111098.85,1,1,1,172321.21,1
42,15642345,Y?,714,Germany,Female,49,4,93059.34,1,1,0,7571.51,1
43,15741921,Moon,622,Spain,Female,26,8,0.00,2,1,1,124964.82,0
44,15769959,Ajuluchukwu,597,France,Female,53,4,88381.21,1,1,0,69384.71,1
45,15637411,Tochukwu,749,France,Male,30,1,0.00,2,0,1,126551.65,0
46,15779985,Lo,750,Germany,Female,37,1,133199.71,2,1,1,27366.77,0
47,15726310,Mordvinova,782,Spain,Female,27,3,0.00,2,1,0,143614.01,0
48,15594133,Erskine,697,Spain,Male,62,7,0.00,1,1,0,129188.18,1
49,15604818,Edmund la Touche,798,France,Male,34,9,154495.79,1,1,0,191395.88,0
50,15700696,Kang,738,Spain,Male,31,9,79019.80,1,1,1,18606.23,0
51,15782311,Feng,529,France,Male,28,9,0.00,2,1,1,52545.24,0
52,15809906,Mitchell,558,Germany,Male,26,1,148853.29,2,1,1,24411.02,0
53,15669326,Gordon,658,France,Male,44,2,168396.34,1,1,1,14178.73,0
54,15650437,Shen,522,Germany,Male,32,8,124450.36,2,1,1,165786.10,0
55,15743192,Hung,623,France,Female,44,6,0.00,2,0,0,167162.43,0
56,15737832,Robertson,771,Spain,Male,45,0,139825.56,1,0,0,170984.97,1
57,15585901,Johnson,717,Spain,Male,35,1,0.00,3,0,0,174770.14,1
58,15806901,Henderson,584,France,Female,39,2,112687.69,1,1,1,127749.61,0
59,15676094,Osonduagwuike,500,France,Female,34,6,0.00,1,1,1,140268.45,0
60,15600934,Randell,758,France,Female,52,7,125095.94,1,1,0,171189.83,1
61,15689514,Kang,625,France,Male,43,8,201696.07,1,1,0,133020.90,1
62,15724334,Alekseyeva,529,France,Male,22,5,0.00,1,1,0,151169.83,0
63,15768295,Warner,778,France,Female,34,7,109564.10,1,0,1,113046.81,0
64,15616931,Moore,653,France,Male,41,8,102768.42,1,1,0,55663.85,0
65,15568025,Hsueh,758,France,Male,51,8,81710.46,1,1,1,116520.07,0
66,15655859,Munro,848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0
67,15782993,Pan,624,France,Male,51,10,123401.43,2,1,1,127825.25,0
68,15721433,Hixson,664,France,Female,38,4,74306.19,2,1,0,154395.56,0
69,15639368,Pipes,732,France,Male,25,0,110942.90,1,0,0,172576.56,0
70,15789582,Macleod,587,France,Male,55,9,0.00,1,1,0,64593.07,0
71,15583480,Morgan,807,France,Female,36,4,0.00,2,0,1,147007.33,0
72,15755242,Rowe,682,France,Female,46,2,0.00,1,1,1,114442.66,0
73,15633537,Nolan,540,Germany,Female,42,9,87271.41,2,1,0,172572.64,0
74,15669282,Uchechukwu,636,France,Female,20,10,124266.86,1,0,0,100566.81,0
75,15733119,Mistry,718,France,Male,35,8,0.00,2,1,0,94820.85,0
76,15668235,Cooke,614,France,Female,41,3,123475.04,1,1,1,179227.52,0
77,15629739,Hartley,621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0
78,15695174,Chang,654,France,Male,29,4,132954.64,1,1,1,146715.07,0
79,15795540,Reye,556,France,Female,36,2,134208.22,1,0,1,177670.57,0
80,15651280,Hunter,742,Germany,Male,35,5,136857.00,1,0,0,84509.57,0
81,15637324,Kay,657,France,Female,28,7,0.00,2,0,1,5177.62,0
82,15738884,Hu,642,Germany,Male,41,4,157777.58,1,1,0,67484.60,0
83,15658100,Piccio,695,France,Female,42,0,0.00,2,0,1,140724.64,0
84,15744607,Martin,738,Germany,Male,43,9,121152.05,2,1,0,64166.70,1
85,15593295,Greathouse,548,France,Male,57,6,76165.65,1,1,1,133537.53,0
86,15685576,Degtyaryov,527,Spain,Female,36,6,0.00,2,1,1,102280.29,0
87,15636388,Abrego,702,Germany,Female,23,7,98775.23,1,1,0,114603.96,0
88,15729019,Arcuri,602,Spain,Male,34,8,98382.72,1,1,0,39542.00,0
89,15711489,Azikiwe,760,Spain,Female,32,2,0.00,1,1,1,114565.35,0
90,15694272,Nkemakolam,673,France,Male,30,1,64097.75,1,1,1,77783.35,0
91,15680736,Milne,597,Germany,Female,72,6,124978.19,2,1,1,7144.46,0
92,15711314,Kao,589,Spain,Female,45,1,0.00,1,0,0,125939.22,1
93,15716605,Chukwufumnanya,710,Germany,Female,24,7,103099.17,2,1,0,173276.62,0
94,15605737,George,541,France,Male,36,5,0.00,2,1,0,124795.84,0
95,15721303,O'Meara,640,Spain,Male,34,1,137523.02,1,0,0,24761.36,0
96,15652048,Thompson,563,Germany,Male,44,7,105007.31,2,1,1,197812.16,0
97,15578722,Bradley,689,France,Male,39,4,0.00,2,1,0,196112.45,0
98,15789936,T'ao,663,France,Female,33,2,0.00,2,1,0,153295.00,0
99,15646351,Somerville,486,Spain,Male,27,7,0.00,2,1,0,28823.04,0
100,15586880,P'eng,594,Germany,Male,41,2,122545.65,2,1,1,42050.24,0
101,15623972,Wisdom,479,Germany,Female,23,9,123575.51,1,0,1,95148.28,0
102,15641359,Shao,662,Spain,Female,35,6,0.00,2,0,0,2423.90,1
103,15714397,Trentino,621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0
104,15677249,Somadina,731,Spain,Male,42,9,101043.63,1,1,1,192175.52,0
105,15746461,Taylor,709,Spain,Male,35,2,0.00,2,1,0,104982.39,0
106,15789753,Millar,480,France,Male,40,6,148790.61,1,0,1,79329.70,0
107,15624993,Chiang,753,France,Female,36,7,128518.98,1,1,1,44567.83,1
108,15800811,Wan,702,France,Male,40,3,148556.74,1,0,1,146056.29,0
109,15806511,Berry,445,Spain,Male,45,10,0.00,2,0,1,90977.48,0
110,15810457,Miller,728,Germany,Female,33,9,150412.14,2,1,0,170764.08,0
111,15731281,Ozuluonye,704,Germany,Female,35,3,154206.07,2,1,1,40261.49,0
112,15806929,Ch'ien,751,Germany,Male,36,5,73194.99,1,1,1,89222.66,0
113,15780989,Hajek,579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1
114,15681843,Barbour,624,Germany,Female,35,0,180303.24,2,1,0,163587.90,0
115,15585748,McDonald,585,Germany,Female,28,9,135337.49,2,1,1,40385.61,0
116,15659557,Artamonova,811,Germany,Female,28,4,167738.82,2,1,1,9903.42,0
117,15731522,Ts'ui,771,Spain,Female,67,8,0.00,2,1,1,51219.80,0
118,15749671,K?,794,France,Male,35,6,0.00,2,1,1,68730.91,0
119,15750447,Ozoemena,678,France,Female,60,10,117738.81,1,1,0,147489.76,1
120,15733581,Duncan,831,Germany,Male,32,9,80262.66,1,1,0,194867.78,0
121,15775741,Powell,608,France,Female,28,9,0.00,2,1,1,125062.02,0
122,15630580,Y?,751,Germany,Male,34,9,108513.25,2,1,1,27097.82,0
123,15601796,Chizuoke,645,France,Male,30,1,125739.26,1,1,1,193441.23,0
124,15767264,Lawson,465,Germany,Male,53,1,117438.17,1,0,0,74898.80,1
125,15710206,Larson,591,France,Female,39,4,150500.64,1,1,0,14928.80,0
126,15631800,Pagnotto,474,France,Male,37,3,98431.37,1,0,0,75698.44,0
127,15701364,Doherty,724,France,Male,30,10,0.00,2,1,1,54265.55,0
128,15736601,Tai,716,France,Male,35,4,144428.87,1,1,0,134132.65,0
129,15630910,Treacy,800,France,Female,49,7,108007.36,1,0,0,47125.11,0
130,15744873,Wright,657,Germany,Female,48,5,143595.87,1,0,0,101314.65,1
131,15715208,Watkins,804,Germany,Female,33,10,138335.96,1,1,1,80483.76,0
132,15759021,Kay,685,France,Male,35,9,0.00,1,1,0,167033.83,0
133,15598266,Martin,610,France,Male,40,9,0.00,1,1,1,149602.54,0
134,15626042,Webb,690,Spain,Female,26,2,0.00,2,1,1,93255.85,0
135,15644280,Udegbunam,593,France,Male,45,4,138825.19,1,0,0,10828.78,0
136,15776807,Brennan,654,France,Male,29,1,0.00,1,1,0,180345.44,0
137,15779627,Maclean,573,Germany,Male,31,0,134644.19,1,1,1,70381.49,0
138,15669262,Maslov,765,France,Male,43,9,157960.49,2,0,0,136602.80,0
139,15781802,Abramov,755,France,Male,41,6,104817.41,1,1,0,126013.58,1
140,15677136,Okwukwe,624,France,Female,23,5,0.00,2,0,0,132418.59,0
141,15589296,Brown,724,France,Female,40,6,110054.45,1,1,1,86950.72,0
142,15762708,Chiemezie,619,Spain,Female,38,10,119658.49,1,1,1,8646.58,0
143,15689781,Ts'ai,826,France,Female,49,0,0.00,1,0,0,178709.98,1
144,15737275,Conti,649,France,Male,39,3,113096.41,1,1,1,60335.24,0
145,15811762,Pickering,583,Germany,Female,54,6,115988.86,1,1,0,57553.98,1
146,15721251,Watson,554,Spain,Female,41,4,112152.89,1,0,1,36242.19,0
147,15634950,Obiajulu,657,Germany,Male,57,8,107174.58,1,1,1,126369.55,1
148,15669219,Wilson,588,Germany,Male,35,3,104356.38,1,1,0,94498.82,0
149,15632069,Kazantsev,776,France,Male,39,8,125211.55,2,1,0,144496.07,0
150,15627190,Lettiere,661,France,Male,51,6,146606.60,1,1,1,68021.90,0
151,15710138,Sun,718,Spain,Male,39,6,0.00,2,0,1,63889.10,0
152,15682021,Lai,471,Germany,Male,23,6,104592.55,2,1,0,131736.23,0
153,15670823,Hsueh,651,Germany,Female,42,1,116646.76,1,1,0,44731.80,1
154,15680727,Fang,735,France,Male,49,5,121973.28,1,1,0,148804.36,0
155,15646942,Meng,786,Spain,Female,39,7,0.00,2,0,0,100929.59,0
156,15675585,Burns,416,Germany,Female,25,0,97738.97,2,1,1,160523.33,0
157,15708608,Wallwork,799,France,Female,22,8,174185.98,2,0,1,192633.85,0
158,15726695,Hsia,601,Spain,Female,20,9,122446.61,2,1,0,86791.90,0
159,15710743,Onwuamaeze,621,France,Male,47,0,0.00,1,1,1,133831.37,1
160,15612444,Manfrin,549,France,Male,29,3,0.00,2,1,0,146090.38,0
161,15789557,Howell-Price,817,Germany,Female,27,7,129810.60,1,1,1,59259.44,0
162,15597487,Hunter,850,France,Female,35,5,0.00,1,1,1,80992.80,0
163,15611058,Eluemuno,702,Germany,Female,60,5,138597.54,2,1,1,41536.59,1
164,15790267,Onuoha,625,France,Female,40,7,141267.67,1,0,1,177397.49,0
165,15733597,Y?an,669,France,Female,41,0,150219.41,2,0,0,107839.03,0
166,15580203,Kennedy,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0
167,15628007,Genovese,653,France,Male,33,1,0.00,2,0,0,53379.52,0
168,15703413,Montes,519,France,Female,38,7,125328.56,1,1,0,188225.67,0
169,15718406,Marshall,540,France,Male,41,3,0.00,2,1,0,121098.65,0
170,15682435,P'eng,600,France,Male,35,4,143744.77,2,1,0,104076.51,0
171,15743293,Waters,651,Germany,Female,35,1,163700.78,3,1,1,29583.48,1
172,15726557,Lai,638,France,Female,42,7,165679.92,1,0,0,32916.29,0
173,15673599,Williamson,618,Spain,Male,32,5,133476.09,1,0,1,154843.40,0
174,15788291,Okwuadigbo,713,Germany,Female,38,7,144606.22,1,1,1,56594.36,1
175,15806964,Utz,702,France,Male,45,0,80793.58,1,1,1,27474.81,0
176,15812197,Kline,850,France,Male,38,7,80293.98,1,0,0,126555.74,0
177,15570970,Han,647,France,Female,42,9,0.00,2,1,1,51362.82,0
178,15760446,Pagnotto,598,France,Female,64,9,0.00,1,0,1,13181.37,1
179,15720071,Fiorentini,535,France,Female,49,3,0.00,1,0,0,61820.41,1
180,15625819,Arnold,625,France,Female,38,7,0.00,1,1,0,164804.02,0
181,15643361,Cullen,477,Germany,Male,34,8,139959.55,2,1,1,189875.83,0
182,15601873,Bull,677,France,Female,36,7,0.00,1,1,0,47318.75,0
183,15784097,Gibson,660,Germany,Male,28,1,118402.25,2,1,0,14288.93,0
184,15728480,Iloerika,452,France,Female,35,8,0.00,2,1,1,149614.81,0
185,15800784,Bruce,645,France,Male,42,4,98298.18,1,1,1,676.06,0
186,15756196,Tsou,682,France,Male,50,6,121818.84,2,0,1,124151.37,0
187,15681342,Hurst,639,France,Female,35,1,103015.12,2,1,1,139094.12,0
188,15717770,Marcelo,850,Spain,Female,55,7,0.00,1,0,0,171762.87,1
189,15772933,Mai,591,Spain,Male,31,8,0.00,1,1,1,141677.33,0
190,15597131,Fu,415,France,Male,32,5,145807.59,1,1,1,3064.65,0
191,15613787,Chidubem,505,Spain,Male,35,8,116932.59,1,1,0,91092.84,0
192,15783883,Onwuka,753,Germany,Female,38,1,117314.92,1,1,0,122021.33,1
193,15694188,Obidimkpa,700,Spain,Female,46,5,56580.95,2,0,1,45424.13,0
194,15574858,Page,530,France,Male,37,8,0.00,2,1,1,287.99,0
195,15649418,Krylov,776,France,Female,29,7,178171.04,2,1,1,115818.51,0
196,15736228,Chambers,645,France,Female,40,3,129596.77,1,1,1,103232.60,0
197,15612729,Chidiebere,681,France,Female,63,7,0.00,2,1,1,55054.48,0
198,15759387,McIntosh,598,Germany,Male,38,1,101487.18,1,1,1,75959.10,1
199,15638494,Salinas,625,Germany,Female,39,10,129845.26,1,1,1,96444.88,0
200,15738248,Lo,662,France,Female,37,5,0.00,2,1,0,151871.84,0
201,15574137,Ch'in,687,Spain,Male,35,3,0.00,2,1,1,176450.19,0
202,15689425,Olejuru,687,Spain,Male,35,8,100988.39,2,1,0,22247.27,0
203,15747757,Trevascus,600,Germany,Female,58,8,118723.11,1,0,0,6209.51,1
204,15619932,Lombardi,847,France,Male,66,7,123760.68,1,0,1,53157.16,0
205,15615245,Shao,660,France,Male,19,5,127649.64,1,1,1,40368.65,0
206,15576526,Steele,850,Spain,Male,36,6,0.00,2,0,1,41291.05,0
207,15677395,Nwabugwu,633,France,Female,39,9,129189.15,2,0,0,170998.83,0
208,15719809,Endrizzi,516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0
209,15635078,Chiemela,714,Spain,Male,45,0,124693.48,1,0,1,187194.15,0
210,15583849,Ts'ai,408,France,Male,40,3,0.00,2,0,0,124874.23,0
211,15794849,Aitken,850,Germany,Male,22,7,91560.58,2,0,0,10541.38,0
212,15659236,Iadanza,781,Spain,Male,33,3,0.00,2,1,1,42556.33,0
213,15804357,Loggia,481,France,Male,40,3,0.00,1,1,1,32319.93,0
214,15595842,Paramor,748,Germany,Male,45,2,119852.01,1,0,0,73853.94,1
215,15569867,Chinweuba,529,France,Female,29,8,0.00,2,1,0,19842.11,0
216,15773338,Endrizzi,739,France,Male,58,2,101579.28,1,1,1,72168.53,0
217,15604832,Hsia,633,France,Male,29,7,0.00,1,1,1,130224.73,0
218,15595037,Palermo,772,France,Male,47,9,152347.01,1,0,1,17671.78,0
219,15589312,Larkin,588,France,Male,30,3,115007.08,1,0,0,176858.50,0
220,15624781,Mbanefo,672,France,Female,34,1,142151.75,2,1,1,168753.34,0
221,15773804,Golubeva,625,France,Male,39,5,0.00,1,1,0,99800.87,0
222,15696141,Kruglov,516,Spain,Female,31,7,0.00,1,1,0,47018.75,0
223,15733247,Stevenson,850,France,Male,33,10,0.00,1,1,0,4861.72,1
224,15591035,Macleod,644,Spain,Male,54,6,0.00,1,0,1,84622.37,0
225,15782550,Ma,490,Germany,Female,41,0,139659.04,1,1,1,176254.12,0
226,15616240,Yeh,530,Spain,Male,37,4,0.00,2,1,1,164844.37,0
227,15706021,Buley,665,France,Female,34,1,96645.54,2,0,0,171413.66,0
228,15576928,Walsh,573,France,Female,23,2,0.00,1,1,0,122964.18,0
229,15628583,Iweobiegbunam,709,France,Female,30,5,0.00,2,0,1,161388.22,0
230,15721181,Oliver,611,Spain,Male,46,6,0.00,2,1,0,45886.33,0
231,15665238,Beneventi,745,Germany,Male,36,8,145071.24,1,0,0,6078.46,0
232,15694129,Summers,569,Germany,Female,28,3,100032.52,1,1,0,5159.21,1
233,15761733,King,707,France,Female,42,10,0.00,2,1,1,152944.39,0
234,15777922,Afamefuna,629,Spain,Male,36,1,161757.87,2,1,1,146371.72,0
235,15727291,McKay,821,France,Female,40,1,0.00,2,1,0,194273.12,0
236,15584156,Siciliani,593,Spain,Male,27,10,0.00,3,0,0,94620.00,1
237,15605286,Moyes,565,France,Male,55,4,118803.35,2,1,1,128124.70,1
238,15686436,Newbery,523,Spain,Male,32,4,0.00,2,1,0,167848.02,0
239,15668580,Todd,716,Spain,Male,33,2,0.00,2,1,1,92916.53,0
240,15712584,Liao,670,France,Female,33,7,0.00,2,1,1,88187.81,0
241,15751392,Fanucci,689,Spain,Female,57,4,0.00,2,1,0,136649.80,1
242,15635388,Austin,640,Spain,Male,47,6,89047.14,1,1,0,116286.25,0
243,15611644,Onyemauchechukwu,627,France,Male,73,0,146329.73,1,0,1,43615.67,0
244,15760865,Fan,754,Germany,Female,48,7,141819.02,1,1,0,93550.53,1
245,15715414,White,658,France,Female,38,6,102895.10,1,0,0,155665.76,0
246,15625445,Parkin,572,France,Female,36,8,68348.18,2,0,1,50400.32,0
247,15813192,Chukwuemeka,494,France,Male,25,6,0.00,2,0,1,109988.09,0
248,15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0
249,15754929,Douglas,757,France,Male,31,10,39539.39,2,0,0,192519.39,0
250,15662908,Davidson,795,Germany,Male,38,7,125903.22,2,1,1,127068.92,0
251,15631709,Ginikanwa,470,Spain,Female,31,2,101675.22,2,1,0,45033.75,0
252,15765537,Liang,687,Germany,Male,26,2,142721.52,1,1,1,153605.75,0
253,15681924,Ekwueme,747,Germany,Male,38,2,129728.60,1,1,0,89289.54,0
254,15770291,Allan,844,France,Female,29,8,0.00,2,0,0,147342.03,0
255,15699446,Hobbs,816,Germany,Female,25,2,150355.35,2,1,1,35770.84,0
256,15720745,Murray,635,Spain,Male,24,4,140197.18,1,1,1,142935.83,0
257,15775905,Moore,612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1
258,15714355,Sinclair,775,Germany,Male,32,8,121669.23,1,0,1,125898.39,0
259,15640034,Milligan,551,France,Male,42,2,139561.46,1,1,0,43435.43,1
260,15772412,Corser,554,Spain,Male,30,6,135370.12,1,1,1,179689.05,1
261,15653315,Kang,555,Spain,Female,35,1,0.00,2,1,0,101667.00,0
262,15667462,Duncan,707,Spain,Male,43,10,0.00,2,1,0,118368.20,0
263,15731744,Carslaw,692,France,Male,30,2,0.00,2,0,1,130486.57,0
264,15813850,Christian,720,France,Male,52,7,0.00,1,1,1,14781.12,0
265,15568982,Hao,726,France,Female,24,6,0.00,2,1,1,54724.03,0
266,15650313,Okonkwo,632,Germany,Male,65,6,129472.33,1,1,1,85179.48,0
267,15716491,Akabueze,710,Spain,Female,51,4,93656.95,1,0,1,141400.51,1
268,15686941,Hutchinson,575,Spain,Female,26,7,0.00,2,1,0,112507.63,0
269,15587640,Rowntree,718,France,Female,43,0,93143.39,1,1,0,167554.86,0
270,15572374,Hopetoun,733,Spain,Male,36,1,0.00,2,0,1,108377.82,0
271,15621140,Nwebube,644,Spain,Male,37,9,0.00,2,1,1,96442.86,0
272,15589358,Stanley,848,Germany,Male,31,4,90018.45,2,1,0,193132.98,0
273,15741094,Sagese,693,France,Male,21,1,0.00,2,1,1,3494.02,0
274,15734524,Wang,653,France,Male,51,3,0.00,1,1,0,170426.65,1
275,15665759,Russell,724,France,Female,69,5,117866.92,1,1,1,62280.91,0
276,15586264,Murray,572,France,Male,43,2,140431.98,1,1,0,26450.57,1
277,15754261,Ho,648,Spain,Male,42,2,98795.61,2,1,0,89123.99,0
278,15709396,Hale,801,France,Male,42,6,0.00,2,1,1,95804.33,0
279,15639049,Cartagena,489,France,Female,31,7,139395.08,1,0,1,6120.84,0
280,15597957,Rahman,614,Spain,Male,66,2,0.00,2,0,1,180082.70,0
281,15630113,Morphett,593,Spain,Male,35,4,161637.75,1,1,1,20008.46,0
282,15787655,Chu,707,France,Male,47,3,0.00,2,1,0,174303.29,0
283,15714046,Trevisano,720,Spain,Male,33,3,123783.91,2,1,1,142903.44,0
284,15605534,Turnbull,644,Germany,Female,51,4,95560.04,1,0,0,72628.84,1
285,15570289,Benson,697,Germany,Male,43,8,103409.16,1,1,0,66893.28,1
286,15747323,Vasilyeva,535,Spain,Male,48,9,109472.47,1,1,0,157358.43,1
287,15733447,Gay,562,France,Female,51,1,124662.54,1,1,1,65390.46,1
288,15806709,Hao,609,Germany,Male,33,6,94126.67,1,0,0,93718.16,0
289,15661526,Anderson,815,Germany,Male,37,2,110777.26,2,1,0,2383.59,0
290,15720676,Bukowski,700,France,Female,37,7,0.00,2,1,0,17040.82,0
291,15744695,Tu,694,France,Male,39,5,77652.40,1,1,1,25407.59,0
292,15585466,Russo,552,France,Male,29,10,0.00,2,1,0,12186.83,0
293,15813974,Maruff,731,Germany,Male,37,3,116880.53,1,0,0,172718.35,1
294,15644572,Turnbull,501,France,Male,40,4,125832.20,1,1,1,100433.83,0
295,15751227,Ebelegbulam,807,France,Male,47,1,95120.59,1,0,0,127875.10,0
296,15728838,Leach,578,France,Male,45,1,148600.91,1,1,0,143397.14,1
297,15691543,Lennox,558,Germany,Male,58,2,142537.18,1,1,1,88791.83,0
298,15634146,Hou,835,Germany,Male,18,2,142872.36,1,1,1,117632.63,0
299,15765266,Fleming,615,France,Male,32,1,0.00,2,0,0,2139.25,0
300,15576185,Sinclair,653,France,Male,29,2,0.00,2,1,1,41671.81,0
301,15663386,Tuan,597,Spain,Female,26,7,0.00,2,1,0,110253.20,0
302,15705765,Lane,581,Spain,Female,46,1,0.00,2,1,0,104272.04,0
303,15796343,Bazhenov,707,France,Female,31,2,82787.93,2,0,0,91423.69,0
304,15575694,Yobachukwu,729,Spain,Female,45,7,91091.06,2,1,0,71133.12,0
305,15809847,Tan,668,France,Male,46,0,0.00,2,0,0,29388.02,0
306,15646521,Fan,634,Spain,Female,36,1,0.00,1,1,1,143960.72,0
307,15724466,Swearingen,744,Germany,Female,41,2,84113.41,1,1,0,197548.63,0
308,15617518,Hu,675,Germany,Male,36,7,89409.95,1,1,1,149399.70,0
309,15618581,Diribe,668,Spain,Male,25,8,0.00,2,1,1,135112.09,0
310,15587133,Thompson,518,France,Male,42,7,151027.05,2,1,0,119377.36,0
311,15680346,Chuang,683,Spain,Male,40,8,0.00,1,1,0,75848.22,0
312,15763704,Docherty,692,Germany,Female,43,2,69014.49,2,0,0,164621.43,0
313,15616280,Hsia,536,France,Male,46,1,65733.41,1,1,0,61094.53,0
314,15645937,Guerin,790,Spain,Male,32,3,0.00,1,1,0,91044.47,0
315,15736069,Hsing,767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1
316,15689692,Walker,598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0
317,15800524,Nnanna,686,Germany,Male,29,3,185379.02,1,1,0,64679.07,0
318,15665783,Ts'ui,565,France,Male,49,7,0.00,2,1,1,89609.26,0
319,15722053,Oguejiofor,576,Spain,Male,33,3,0.00,2,0,1,190112.05,0
320,15792328,James,475,France,Male,39,6,0.00,1,1,1,56999.90,1
321,15736730,Soto,634,France,Female,45,2,0.00,1,1,1,143458.31,0
322,15784676,Fanucci,583,France,Male,51,6,125268.03,2,1,0,165082.25,0
323,15724944,Tien,663,France,Male,34,7,0.00,2,1,1,180427.24,0
324,15658435,Hingston,781,France,Female,27,5,0.00,2,0,0,72969.90,0
325,15698902,McIntyre,547,Germany,Female,42,1,142703.40,1,1,0,86207.49,1
326,15577107,Milne,657,Spain,Female,22,6,0.00,3,0,1,168412.07,1
327,15594915,Crist,649,France,Female,36,8,0.00,2,0,1,109179.89,0
328,15598838,Greco,659,France,Female,37,1,151105.68,1,1,1,140934.57,0
329,15713505,Harriman,554,France,Male,31,1,0.00,2,0,1,192660.55,0
330,15654025,Jones,646,France,Female,51,4,101629.30,1,0,0,130541.10,0
331,15595036,Doherty,726,Germany,Male,30,7,92847.59,1,1,0,146154.06,0
332,15621195,Ch'eng,619,Germany,Male,41,3,147974.16,2,1,0,170518.83,0
333,15653762,Chidiebele,501,France,Female,39,9,117301.66,1,0,0,182025.95,0
334,15742820,Trevisano,535,France,Female,45,2,0.00,2,0,1,170621.55,0
335,15711789,Davey,768,Spain,Female,42,3,0.00,1,0,0,161242.99,1
336,15672756,Mills,716,France,Female,35,8,112808.18,1,0,1,17848.30,0
337,15586821,Bellew,727,France,Male,28,5,0.00,2,0,1,19653.08,0
